stadium_id,stadium_name,zip_code,stadium_address
5oIdSpp0ARQxkhySrUxwOA,Pioneer Event Center,93536,"['45000 Valley Central Way', 'Lancaster, CA 93536']"
MWb04mD7GJTXIbliV9hHOg,Best of the West Softball Complex,93551,"['2723 W Rancho Vista Blvd', 'Palmdale, CA 93551']"
B3CDZxQThgK1FcmdrPaE8w,Pinz Bowling Kitchen + Bar,91604,"['12655 Ventura Blvd', 'Studio City, CA 91604']"
DTEA43PAmaL6ff0FZU3fyQ,Boneyard Bistro,91423,"['13539 Ventura Blvd', 'Sherman Oaks, CA 91423']"
SWjuKVYaCQ5nqI9z6At7Fw,ACME Comedy Noho,91601,"['5124 Lankershim', 'Los Angeles, CA 91601']"
bVQxbh8NohRbEfNFuGsjww,The Sherry Theater,91601,"['11052 Magnolia Blvd', 'North Hollywood, CA 91601']"
u3L7EK1KEAoQt5ZsFR9tJQ,Super Tall Paul,90046,"['Los Angeles, CA 90046']"
npLLdivhF38rgTf3gHjwxA,Garry Marshall Theatre,91505,"['4252 W Riverside Dr', 'Burbank, CA 91505']"
aaWC673o0zPrH1IP2EQnbQ,Halloween Horror Nights,91608,"['100 Universal City Plz', 'Los Angeles, CA 91608']"
NCUgorIOzM3OlkD1lckgiA,Jimmy Buffett's Margaritaville,91608,"['100 Universal City Plz', 'Universal City, CA 91608']"
LAfEnJOSpkRpvzUZ64FPuQ,El Portal Theatre,91601,"['5269 Lankershim Blvd', 'North Hollywood, CA 91601']"
f58PtbOkw5FPdIvpPO8hSA,Zombie Joe's Underground Theatre,91601,"['4850 Lankershim Blvd', 'N Hollywood, CA 91601']"
H9hcNKbU18t1LA620vUvnA,The Geffen,90068,"['2580 Cahuenga Blvd E', 'Los Angeles, CA 90068']"
8JdTvnOPs8QN-Wg_PM_E-A,Rancho Cucamonga Quakes ,91730,"['8408 Rochester Ave', 'Rancho Cucamonga, CA 91730']"
YjWZ7hQoZkLKO1ynDN4u3g,Toyota Arena,91764,"['4000 E Ontario Center Pkwy', 'Ontario, CA 91764']"
RF7WUYkmhWqv_zrP7MXi8A,Big League Dreams Sports Park,91709,"['16333 Fairfield Ranch Rd', 'Chino Hills, CA 91709']"
lRUXBEPORGChfIqB2D8Puw,Epicenter Sports Complex,91730,"['8408 Rochester Ave', 'Rancho Cucamonga, CA 91730']"
vJlz_P6jSs4_3FydnzMllQ,Auto Club Speedway,92335,"['9300 Cherry Ave', 'Fontana, CA 92335']"
8yHtJxT7fQSi3TN23-E4ew,G1 Indoor Batting Cages & Clay Mound,91730,"['10096 6th St', 'Rancho Cucamonga, CA 91730']"
X_RGZ4tSQV0DPnRnzt8oDA,Big League Dreams,91752,"['10550 Cantu-Galleano Ranch Rd', 'Mira Loma, CA 91752']"
jcHmibIkIg3gdv-aQO6cXw,Ontario Reign,91764,"['901 Via Piemonte', 'Ste 370', 'Ontario, CA 91764']"
IQer_GfrWiKI-QeaOM1jbQ,Auto Club Raceway,91750,"['2780 Fairplex Dr', 'Pomona, CA 91750']"
M1XnDa5xMowd87_FT-Sslg,Laemmle's Claremont 5,91711,"['450 W 2nd St', 'Claremont, CA 91711']"
uySZisZAiw5ktMeQhp-Shg,Regal Edwards Ontario Mountain Village,91762,"['1575 N Mountain Ave', 'Ontario, CA 91762']"
ySNrsF8WrWz1zdMmxPOckw,AMC DINE-IN Montclair Place 12,91763,"['2200 Montclair Plaza Ln', 'Montclair, CA 91763']"
WP6AASd6mvTBPW9YZu4B6g,The Fox Theater - Pomona,91766,"['301 S Garey Ave', 'Pomona, CA 91766']"
Jw3752HkxkzEik7rOPPw2w,Los Angeles County Fair,91768,"['1101 W Mckinley Ave', 'Pomona, CA 91768']"
q4pLjWCPoihEtKZkupBcDw,Elf On the Shelf Magical Holiday Journey,91768,"['1101 W Mckinley Ave', 'Pomona, CA 91768']"
eQJwDQprcHSrESjPunW6Bg,AMC Glendora 12,91740,"['1337 East Gladstone St.', 'Glendora, CA 91740']"
20H9_MtqHPnF0KpbZKxJrQ,Mt. San Antonio College Planetarium,91789,"['1100 N Grand Ave', 'Walnut, CA 91789']"
qE6CvaAYPJK9T2pLRafCbQ,Oak Tree Lanes Bowling and Sports Bar,91765,"['990 N Diamond Bar Blvd', 'Diamond Bar, CA 91765']"
-aQyH6kT4LEijsT63Ai70Q,Olinda Oil Museum and Trail,92823,"['4025 Santa Fe Rd', 'Brea, CA 92823']"
C9Ray5I3q0sGwVOuVl48Tw,Lost Levels,91709,"['13850 City Center Dr', 'Ste 5010', 'Chino Hills, CA 91709']"
Z9js9lF_ku1FUkiBQde0pA,Skate Express,91710,"['12356 Central Ave', 'Chino, CA 91710']"
Silx27J-47lVHpb6Hmv1vA,Harkins Theatres Chino Hills 18,91709,"['3070 Chino Ave', 'Chino Hills, CA 91709']"
rCF-csS1QweZjet_Qkh16A,High Desert Mavericks,92301,"['12000 Stadium Rd', 'Adelanto, CA 92301']"
KQqprinDNxRbgQ5E9uhlTw,San Manuel Stadium,92401,"['280 S E St', 'San Bernardino, CA 92401']"
NEbWOsdr1ppTuqHClGMtOw,Beyond Wonderland,92408,"['689 S E St', 'San Bernardino, CA 92408']"
T73kyfFUXIUiFP1eOX8_Sw,LoanMart Field,91730,"['8408 Rochester Ave', 'Rancho Cucamonga, CA 91730']"
wce-np-I8I61oCcxj976Lg,Airtime Flag Football League,96811,"['Atwood, CA 96811']"
PbtK1FKT71g8i0_Vo2eapQ,Euro Soccer Trips,92807,"['5576 E La Palma', 'Anaheim, CA 92807']"
jSA2l12ig5pOq7ssOAnX1Q,Cinemark Movies 8,91710,"['5546 Philadelphia St', 'Chino, CA 91710']"
Csg26chdqbKp1MW0FYI8xA,Anthony the Magic,92517,"['Riverside, CA 92517']"
gqvIUjil4QjTVEcMuUxfSA,Spartan Race,91708,"['16700 Euclid Ave', 'Chino, CA 91708']"
MRdlvreLbs6BJm1YTIpN2g,Kern County Raceway Park,93311,"['13500 Raceway Blvd', 'Bakersfield, CA 93311']"
Jkw08v0V_8mgvn5KfmF3aQ,"Mechanics Bank Arena, Theater & Convention Center",93301,"['1001 Truxtun Ave', 'Bakersfield, CA 93301']"
YnF-iWyNt9SQ0LcRVBYu2Q,Spectrum Amphitheater,93311,"['11200 Stockdale Hwy', 'Bakersfield, CA 93311']"
bFu0aKSVux8rezkJAEG43Q,Huntzinger Youth Sports Complex,93004,"['10541-10593 Telephone Rd', 'Ventura, CA 93004']"
jJITxdtoxuwuFb7QmtG8Cg,Memorial Stadium,93308,"['1801 Panorama Dr', 'Bakersfield, CA 93308']"
OG9NDxUn4dl5-4PAxZ3tjw,Bakersfield Speedway,93308,"['5001 N Chester Ext', 'Bakersfield, CA 93308']"
qf3OK0Yp_ctZehaaTyyTXg,Ventura Raceway,93001,"['10 W Harbor Blvd', 'Ventura, CA 93001']"
Aaw3e_LMLAkWNu7r-3TXuQ,Bakersfield Condors,93301,"['1001 Truxtun Ave', 'Bakersfield, CA 93301']"
wVd837_UOGIAWBRTBPMHKg,The BLVD,93308,"['3200 Buck Owens Blvd', 'Bakersfield, CA 93308']"
GcpWNqTeq3xoo3cGUjo3Ng,Bakersfield Blaze,93301,"['4009 Chester Ave', 'Bakersfield, CA 93301']"
uMF_duaMpPcXRzhHe8Ey1Q,Willow Springs International Raceway,93560,"['3500 75th St W', 'Rosamond, CA 93560']"
I6ie6xmEAi7LLLWALQYE6Q,Cinemark,93551,"['Antelope Valley Mall', '1475 W Ave P', 'Palmdale, CA 93551']"
LwcCSht41ECcASYTF748Wg,Albert E Houghton Stadium,92407,"['Little League Dr', 'San Bernardino, CA 92407']"
1cNAKhqQB5pgAUajckT-Lw,Miller Amphitheater,92335,"['17002 Arrow Blvd', 'Fontana, CA 92335']"
HaxOaHzK5nGUuuERMFqKnQ,Panana Events: Rancho Cucamonga Lunar Festival,91730,"['8303 Rochester Ave', 'Rancho Cucamonga, CA 91730']"
