stadium_id,stadium_name,zip_code,stadium_address
xnZ6z5W6GmKbwwnigdIGjQ,BMO Stadium,90037,"['3939 S Figueroa St', 'Los Angeles, CA 90037']"
F9Xh2eJQNRD29hHIUrTzNw,Los Angeles Memorial Coliseum,90037,"['3911 S Figueroa St', 'Los Angeles, CA 90037']"
8K-hGg2RwtWDAd-IkJpl6Q,Los Angeles Football Club,90037,"['3939 S Figueroa St', 'Los Angeles, CA 90037']"
yALdZ_TH79lj3xU2-hml0w,Aspire Athletics,90044,"['Los Angeles, CA 90044']"
ZRUuCLLQVY_teZ4P0yb0pA,Mariachi Garibaldi de Jaime Cuellar,90640,"['2605 W Beverly Blvd', 'Montebello, CA 90640']"
f27qsFlb71awkT6PdPX8Kg,LA Derby Dolls,90058,"['2661 E 46th St', 'Vernon, CA 90058']"
zYocVbSByHfoZ4CtdSFp5g,Angel City FC,90037,"['3939 S Figueroa Blvd', 'Los Angeles, CA 90037']"
mgUuu6OwOra1tphlvvVgmQ,L A Rising Concert,90037,"['3939 S Figeroa St', 'Los Angeles, CA 90037']"
iHfRp6VYvUcY85OuzOlFUQ,LA Weekly  Burgers & Beer,90037,"['Los Angeles, CA 90037']"
9nOTOQ7aCUSpOCXirCo_Rw,Art Design Resources,90746,"['1050 E Dominguez St', 'Stes- \xa0A-B', 'Carson, CA 90746']"
zsCtM2ibksIEQ8ITJwTb3g,California Science Center,90037,"['700 Exposition Park Dr', 'Los Angeles, CA 90037']"
VX_hIdi_N90gUZWmhwMscw,Cage Vs Cons,90037,"['Los Angeles, CA 90037']"
O6gLQwd_oSYvzgCCvfhH4A,Los Angeles Center of Photography,90046,"['Los Angeles, CA 90046']"
MoP5QFBVbme4vkLEDR4AwQ,Rent for Event - LA,90065,"['3370 N San Fernando Rd', 'Ste 104', 'Los Angeles, CA 90065']"
z3Fn__273loUWF5HR7_fvA,Gladiator Entertainment Trailers,90301,"['309 E Hillcrest Blvd', 'Inglewood, CA 90301']"
kJQGW5K5ZvpMPrrL7vz2Xw,Rock and Roll Fantasy Camp,91601,"['5259 Lankershim Blvd', 'Hollywood, CA 91601']"
OrAZSPJ2wikDfN73Opp-6A,McCabe's Guitar Shop,90405,"['3101 Pico Blvd', 'Santa Monica, CA 90405']"
JvzGr2Udph9RNcSpDhjk7Q,Mariachi Romanza,90805,"['5563 Myrtle Ave', 'Long Beach, CA 90805']"
7lH8zw-igZHljxu-41B42w,SoFi Stadium,90301,"['1001 S Stadium Dr', 'Inglewood, CA 90301']"
vCQbkpnApe6B7a8jb77xiQ,Crypto Arena,90015,"['1111 S Figueroa St', 'Los Angeles, CA 90015']"
B7ASPzWkBCb60dyCnIwUYA,USC Trojans Football,90037,"['1664 W Adams Blvd', 'Los Angeles, CA 90037']"
JJXMNF9j2Eq89CPFmYHcBA,Los Angeles Clippers,90015,"['1111 S Figueroa St', 'Los Angeles, CA 90015']"
9_dUIpuCCJobbUKRJWbnng,Los Angeles Kings,90015,"['1111 S Figueroa St', 'Los Angeles, CA 90015']"
jY2W8VzKKqCPMufo5bielg,Los Angeles Lakers,90015,"['1111 S Figueroa St', 'Los Angeles, CA 90015']"
XxhCdY-Du74fTbW_K0jMXw,Kia Forum,90305,"['3900 W Manchester Blvd', 'Inglewood, CA 90305']"
4P_7ggQR_ZQVUaxbJ15s0A,YouTube Theater,90301,"['1011 S Stadium Dr', 'Inglewood, CA 90301']"
hPqLXhhFP_QT_Qe9vvJa2Q,The Los Angeles Rams,90301,"['1001 S Stadium Dr', 'Sofi Stadium', 'Inglewood, CA 90301']"
XckK5-nuHgazclgOv20TFQ,East Los Angeles Youth Recreational Center,90022,"['4401 E Cesar E Chavez Ave', 'Los Angeles, CA 90022']"
iuBBnT6gYgKKap3qjecQ8w,Gardena Cinema,90249,"['14948 Crenshaw Blvd', 'Gardena, CA 90249']"
zYBL_8zo5bmNsfXGt74GJQ,USC Merle Norman Stadium,90007,"['3501 S Figueroa St', 'Los Angeles, CA 90007']"
YoM9vQhD64McCuJJVS_ewQ,Peacock Theater,90015,"['777 Chick Hearn Ct', 'Los Angeles, CA 90015']"
gOmK9zKO3fDyJxd-jbNSAg,Regal LA Live,90015,"['1000 W Olympic Blvd', 'Los Angeles, CA 90015']"
yB-GD9GuRlEAS5ZXoS1szQ,Galen Center,90007,"['3400 S Figueroa St', 'Los Angeles, CA 90007']"
huakwfo2Y7rvo3mMHUNrsw,Dedeaux Field,90089,"['1021 Childs Way', 'Los Angeles, CA 90089']"
TwaBNyHgJ5p3CQGw9x7ifA,LA Live,90015,"['800 W Olympic Blvd', 'Los Angeles, CA 90015']"
VWgQZ_42jywdz-pmPJBOCQ,Rex's Baseball Batting Cage,90047,"['11723 S Western Ave', 'Los Angeles, CA 90047']"
-5jlXpj4yQwh7fnCEVDvCA,The Hollywood Bowl,90068,"['2301 N Highland Ave', 'Los Angeles, CA 90068']"
FTx5J9lQOQAJV9eAmVa6YA,Dodger Stadium,90012,"['1000 Vin Scully Ave', 'Los Angeles, CA 90012']"
7rIawVQKlGJoF7RJmpLpfw,El Capitan Theatre,90028,"['6838 Hollywood Blvd', 'Los Angeles, CA 90028']"
EudxBZP6gdPknFmtNO1ANA,Paramount Theatre,90038,"['5555 Melrose Ave', 'Los Angeles, CA 90038']"
UxIWTC6IortLMW29-KWuZA,Arena Cinelounge - Sunset,90028,"['6464 Sunset Blvd', 'Lobby Level', 'Los Angeles, CA 90028']"
Mo5a7kFlQLykyl2oIOd0CA,Evolve Soccer LA,90039,"['1921 Blake Ave', 'Ste 1', 'Los Angeles, CA 90039']"
O5LpFHHOdyt6DwMJp-KKQw,American Cinematheque,90028,"['6712 Hollywood Blvd', 'Los Angeles, CA 90028']"
y3jjyVbLVXQV5yX_ukdXJA,LA Marathon,90069,"['9200 W Sunset Blvd', 'Ste 550', 'West Hollywood, CA 90069']"
Gc5tn6bsEn9A3LQYfxtk_Q,El Rey Theatre,90036,"['5515 Wilshire Blvd', 'Los Angeles, CA 90036']"
WSOs2JLwc_U2Fy7tofisZQ,AEG Live,90015,"['425 West 11th St', 'Los Angeles, CA 90015']"
32i7au-NzjEYz4n8fyu0mA,The Vermont Hollywood,90029,"['1020 N Vermont Ave', 'Los Angeles, CA 90029']"
vse6csmGLo8F_MFneHv__w,Jordan Hangar,90094,"['12499 West Bluff Creek Dr', 'Los Angeles, CA 90094']"
94tkoK8E3yh-6gZfME2qMA,New Era Team Store,90012,"['1000 Elysian Park Ave', 'Dodger Stadium', 'Los Angeles, CA 90012']"
tMyHOvbaWc_BKPsm3VwQ8Q,Baseline Club 1st Base,90012,"['1000 Elysian Park Ave', 'Los Angeles, CA 90012']"
1WmablTS3V2Vi-aRIQok_w,Lexus Club,90189,"['1111 S Figueroa St', 'Los Angeles, CA 90189']"
1jCkiq1IEAcCTlIhEpIL7Q,The Color Run,90012,"['1000 Elysian Park Ave', 'Los Angeles, CA 90012']"
p61bEn6U4sjJcY4KfDyR6g,McAlister Soccer Field,90007,"['3077 S Hoover St', 'Los Angeles, CA 90007']"
xO9DMIdHDY6NN184uALfNg,The John McKay Center,90089,"['940 W 35th St', 'Los Angeles, CA 90089']"
hURkUN-V6cNRDc8iq1ILdA,Shrine Auditorium and Expo Hall,90007,"['665 W Jefferson Blvd', 'Los Angeles, CA 90007']"
78xBET2ggEk2jYHRftRnUA,AMC Marina Marketplace 6,90292,"['4335 Glencoe Ave', 'Marina Del Rey, CA 90292']"
T67oD4mHHGRTMDyrTwnnJA,CGV Cinemas,90005,"['621 S Western Ave', 'Los Angeles, CA 90005']"
w0pW6DCfJW60U7HOy4efGw,TCL Chinese Theatre,90028,"['6925 Hollywood Blvd', 'Hollywood, CA 90028']"
Lloy0FUqq32tSCtcAVGk4g,Egyptian Theatre,90028,"['6712 Hollywood Blvd', 'Los Angeles, CA 90028']"
p0kAxB2aRlMwqVoKFvEvIg,LA Chinatown Firecracker,90012,"['943 N Broadway', 'Los Angeles, CA 90012']"
Q6xco5uCHgTzo2OkHBYSsw,Los Angeles Dodgers,90012,"['1000 Elysian Park Ave', 'Los Angeles, CA 90012']"
pfimgt4S2vHrOnY8AjlLqA,Los Angeles Marathon,90012,"['1000 Vin Scully Ave', 'Los Angeles, CA 90012']"
95xBVe2OnUGZHO9L72VCBQ,Dodger Stadium - Dugout Club,90012,"['1000 Elysian Park Ave', 'Los Angeles, CA 90012']"
O1eZOdXH6krEuZe5riS4Vg,Dodger Stadium Loge Terrace,90012,"['1000 Vin Scully Ave', 'Los Angeles, CA 90012']"
DtuHQpPhePSZ-KxEYJ6z8w,Subliminal Projects,90026,"['1331 W Sunset Blvd', 'Los Angeles, CA 90026']"
Xx6x8pfPCNwy0gQmvpDcvg,Wine Stop ECPK,90026,"['1288 W Sunset Blvd', 'Los Angeles, CA 90026']"
8XFhBGVW3TwbS2iPpbhnqQ,LA Dodgers Foundation,90012,"['Dodgers Stadium', 'Los Angeles, CA 90012']"
Py9hdau_RXAXXdsdAn53BA,Electric Run,90012,"['1000 Elysian Park Ave', 'Los Angeles, CA 90012']"
4CqTymZennk6GLizWQXZvw,Right Field Bar & Bullpen Overlook,90012,"['1000 Elysian Park Ave', 'Dodger Stadium', 'Los Angeles, CA 90012']"
C_7j2sHa4jj1e96wP8MSdg,Dodgers - Brotherhood of the Game,90012,"['100 N Central Ave', 'Japanese American National Museum', 'Los Angeles, CA 90012']"
7NBJcvHQ0TcgjRRMgJn6SQ,AEG,90015,"['714 W Olympic Blvd', 'Ste 303', 'Los Angeles, CA 90015']"
d5DBVWKAn3VQ1cLZ7t6P-Q,Golden Road Brewing,90013,"['317 S Broadway', 'Los Angeles, CA 90013']"
BedgEP_4NyGQmpkyF4WcYw,The Los Angeles Theatre Center,90013,"['514 S Spring St', 'Los Angeles, CA 90013']"
K4dB6TJn490igbD9cdzedQ,Truck It Fest,90012,"['246 S Spring St', 'Los Angeles, CA 90012']"
bd6Aw2yJir6bXEeZkdF9gw,Pacific Life Pac-10 Men's Basketball Tournament,90015,"['1111 S Figueroa St', 'Staples Center', 'Los Angeles, CA 90015']"
aB_wbh3npydH6HJtF2gDKA,The Regent,90013,"['448 S Main St', 'Los Angeles, CA 90013']"
3ZWPmU-yMb5x-ubtbTu1Zg,New Year's Race 9.3 Challenge & 5k,90071,"['Los Angeles, CA 90071']"
8r__MwGCOYhTit3A6bka1A,The Smell,90012,"['247 S Main St', 'Los Angeles, CA 90012']"
PnWqQ9aXT2Yd5jPMu7xUVg,Beelman's,90014,"['600 S Spring St', 'Los Angeles, CA 90014']"
N1ToTqW3bsuG2x20zam4cA,Orpheum Theatre,90014,"['842 S Broadway', 'Los Angeles, CA 90014']"
G87hOP-iDioJWBfmcelUtw,Los Angeles Theatre,90014,"['615 S Broadway', 'Los Angeles, CA 90014']"
6zofWBRT3URXShIktlVAxg,Karl Strauss - Downtown LA,90017,"['600 Wilshire Blvd', 'Ste 100', 'Los Angeles, CA 90017']"
2J7uL7EQomq3LYoYqRA_Tg,Art of the Game,90015,"['1111 S Figueroa St', 'Los Angeles, CA 90015']"
rGlBnQPIzeT-Xt8Gr8BSBA,Downtown Palace Theatre,90014,"['630 S Broadway', 'Los Angeles, CA 90014']"
ih55Pg_94BGWUuTryEblDg,L.A. Travel Adventure Show,90015,"['1201 S Figueroa St', 'Los Angeles, CA 90015']"
dW8AGK9_83p0ogdd10dYyA,Drake Track Stadium,90095,"['340 Charles E Young Dr N', 'Los Angeles, CA 90095']"
gTFfhHjSavmvi_Ui2pMHZA,The Bellwether,90017,"['333 S Boylston St', 'Los Angeles, CA 90017']"
E_a9gsaWl7djFIaKuyNgtw,Dodger Stadium Botanic Garden,90026,"['1000 Vin Scully Ave', 'Los Angeles, CA 90026']"
2r_UoWCvz4dLr9uSV5Cg1Q,The Novo By Microsoft,90015,"['800 W Olympic Blvd', 'Ste A335', 'Los Angeles, CA 90015']"
OZSpDrRVApTtWQQrfXdBKQ,City Club LA,90071,"['555 S Flower St 51st', 'Fl 51', 'Los Angeles, CA 90071']"
gjfyCXK0-6D1JWyydnXlVQ,Lofton Sports,90056,"['4859 W Slauson Ave', 'Ste 112', 'View Park-Windsor Hills, CA 90056']"
GwqD18cXrqcPRdSaH2nt9g,South Pasadena High School Soccer Field,91030,"['1401 Fremont St', 'South Pasadena, CA 91030']"
xITOiI7o6Kz5xqa-yH1qBw,Regal Edwards Alhambra Renaissance,91801,"['1 E Main St', 'Alhambra, CA 91801']"
emAV2KRVv2eySRii3466pg,AMC Atlantic Times Square 14,91754,"['450 N Atlantic Blvd', 'Monterey Park, CA 91754']"
6ydKjs1AJuN2ffSdGTk02Q,Regency Commerce 14,90022,"['950 Goodrich Blvd', 'Commerce, CA 90022']"
CTzku5UuMkUvPIhnBLjwIw,Cherry Blossom Festival - Monterey Park,91755,"['350 S McPherrin Ave', 'Barnes Park', 'Monterey Park, CA 91755']"
vR--63FFjACQOcXZ9_SPcQ,Dodgers Holiday Festival,90026,"['1000 Vin Scully Ave', 'Los Angeles, CA 90026']"
mQd5fDUmP-IQiME4cZEUIA,LA Big 5K,90012,"['1000 Vin Scully Ave', 'Los Angeles, CA 90012']"
C-ObRzF3NytUBvoGWWHglg,Linden Heights Condo,90042,"['4200 Via Arbolada', 'Los Angeles, CA 90042']"
cmDHVQ-uMFZjiuLZBDBOEg,My Town at Dodger Stadium,90012,"['1000 Elysian Park Ave', 'Reserve Level Sections 56-60', 'Los Angeles, CA 90012']"
SwTaw7PnnjNP3sCVoN_dxA,1st Impression All Star Dance studio,90039,"['3001 Gilroy St', 'Los Angeles, CA 90039']"
XJ5l3q-B7fNNj9IFWQ_FcA,Pauley Pavilion,90095,"['301 Westwood Plz', 'Los Angeles, CA 90095']"
mCvwsm7WwTXTKVUtuu_Ccw,Jackie Robinson Stadium,90049,"['100 Constitution Ave', 'Los Angeles, CA 90049']"
Lxdu_4sVNPCDHi6dR-89IQ,Sepulveda Screening Room,90025,"['1640 S Sepulveda Blvd', 'Ste 104', 'Los Angeles, CA 90025']"
4rBb846DtNdYw6vXUiWkzg,NA LCS Studio,90064,"['12312 W Olympic Blvd', 'Los Angeles, CA 90064']"
V9DXseGJNzLeCxUpMZuUnw,Regency Bruin Theatre,90024,"['948 Broxton Ave', 'Westwood Village, CA 90024']"
4DsU5Pqe-uuE48VAK0PmiA,Ucla Intramural Field,90024,"['405 Hilgard Ave', 'Los Angeles, CA 90024']"
X1cvlwshL7t2PUxPQR9Hhw,Wallis Annenberg Stadium,90095,"['Ucla Campus', 'Los Angeles, CA 90095']"
BhHL2vthE_YdaiP6rElMwQ,Regency Village Theatre,90024,"['961 Broxton Ave', 'Los Angeles, CA 90024']"
WMhCK-_hbr71otQk2hFL-A,The Landmark Westwood,90024,"['1045 Broxton Ave', 'Los Angeles, CA 90024']"
H8cZgL576PRl0IzHuknGAA,Easton Stadium Home of The Bruins,90024,"['100 De Neve Dr', 'Los Angeles, CA 90024']"
QbpURaXSm7TFdsK882VIcQ,IPIC Westwood,90024,"['10840 Wilshire Blvd', 'Los Angeles, CA 90024']"
zxokcBl3MV3BH7BJy7aRHw,Nuart Theatre,90025,"['11272 Santa Monica Blvd', 'Los Angeles, CA 90025']"
wKf87agRGdeayWOzQhRYiA,AMC Century City 15,90067,"['10250 Santa Monica Blvd,2000', 'Ste 2000', 'Los Angeles, CA 90067']"
JLmISBnoLXRfacGsK4uKxg,Royce Hall - UCLA,90095,"['10745 Dickson Ct', 'Los Angeles, CA 90095']"
tc40keTobYQFWmb-lucgFw,Laemmle’s Royal Theatre,90025,"['11523 Santa Monica Blvd', 'Los Angeles, CA 90025']"
zRlDhJgcwXEphTUhMaCfyw,The Getty Center,90049,"['1200 Getty Ctr Dr', 'Los Angeles, CA 90049']"
U0e8yD4Dn9WoCHa1iENtRA,Troubadour,90069,"['9081 Santa Monica Blvd', 'West Hollywood, CA 90069']"
OyVpSHQocWuK4Jw4PIndQA,Festival Supreme,90401,"['Santa Monica, CA 90401']"
pQEh81XST07bT6H0v0xvgg,Landmark Theatres Sunset,90046,"['8000 Sunset Blvd', 'Los Angeles, CA 90046']"
nyqgHTl4IkmvndLSCo19sA,Gersten Pavilion,90045,"['1 Lmu Dr', 'Los Angeles, CA 90045']"
2xTylj3yv8dBFphFXmDkMA,Aero Theatre,90403,"['1328 Montana Ave', 'Santa Monica, CA 90403']"
FFGEwWJEvPyUcBLFesz6cQ,Eat See Hear,90405,"['601 Pico Blvd', 'Santa Monica High School Memorial Greek Amphitheater', 'Santa Monica, CA 90405']"
q4Wa226t-RomZlCJLxjw5g,Rose Bowl Stadium,91103,"['1001 Rose Bowl Dr', 'Pasadena, CA 91103']"
PJVMQKrtp7SV74HniHTCPg,Rose Bowl Flea Market,91103,"['1001 Rose Bowl Dr', 'Pasadena, CA 91103']"
Y6qF1BNP7ovf6kKG3DSevw,Regal UA La Canada,91011,"['1919 Verdugo Blvd', 'La Canada, CA 91011']"
s3mcT_VRzW7eNxTuJqeeqA,Greek Theatre,90027,"['2700 N Vermont Ave', 'Los Angeles, CA 90027']"
NVEe_0QQMqguFaxObe9SIg,Vista Theatre,90027,"['4473 Sunset Dr', 'Los Angeles, CA 90027']"
lcPyY7SvPf24je1zBQKpnA,Hotel Café,90028,"['1623 1/2 N Cahuenga Blvd', 'Los Angeles, CA 90028']"
sQqS-cWKroKM6p-CxnDhzg,The Montalbán,90028,"['1615 N Vine St', 'Hollywood, CA 90028']"
Q_2lGFpRgHJcKdKTPr9sfQ,Theatre Asylum,90038,"['6320 Santa Monica Blvd', 'Los Angeles, CA 90038']"
aPp6KLpVYGThIgRojBXtLw,The Bourbon Room,90028,"['6356 Hollywood Blvd', 'Fl 2', 'Los Angeles, CA 90028']"
FGclisk8H3Y3VtUrRTxAog,The Hudson Theatres,90038,"['6539 Santa Monica Blvd', 'Los Angeles, CA 90038']"
-WgWyNYqHI735_OXG9Uf4g,The Fonda Theatre,90028,"['6126 Hollywood Blvd', 'Hollywood, CA 90028']"
jt2GhB59aHKyFAJXjqUYZA,Hollywood Palladium,90028,"['6215 Sunset Blvd', 'Hollywood, CA 90028']"
UgBeOyhXVvCyOd8AAV6Ohw,Hollywood Pantages Theatre,90028,"['6233 Hollywood Blvd', 'Los Angeles, CA 90028']"
LymlCQ-DIQmgiSalHrRuCQ,Spartan Race,90012,"['1000 Vin Scully Ave', 'Dodger Stadium', 'Los Angeles, CA 90012']"
WpEl_cSOWrTXCi2bheLO1g,Los Feliz 3,90027,"['1822 N Vermont Ave', 'Los Angeles, CA 90027']"
R3r9CMU571jCCrSx2kSdZQ,UrbanFutsal LA,90031,"['352 N Ave 21', 'Los Angeles, CA 90031']"
BPT-D30wcq-_SOU8pY6zTw,Street Food Cinema,90031,"['Los Angeles, CA 90031']"
dXy800lWaAxUbiXvQa-g9A,The Greyhound Bar & Grill,90042,"['5570 N Figueroa St', 'Los Angeles, CA 90042']"
HlKxlisBOQ80uO6vcetlBA,San Antonio Winery,90031,"['737 Lamar St', 'Los Angeles, CA 90031']"
2yJWU_tGG78q2L50ZFH66w,38 Degrees Ale House & Grill,91801,"['100 W Main St', 'Alhambra, CA 91801']"
q5TMswMhONWfWw6mc2EAHg,LA Plaza de Cultura y Artes,90012,"['501 N Main St', 'Los Angeles, CA 90012']"
rCuwF5S4G2KDpW7jjn02tQ,Ginga Soccer USA,90094,"['13196 Bluff Creek Dr', 'Los Angeles, CA 90094']"
lXf-1R8yWkSayCHmqY9aqQ,Angel City Derby,90230,"['4117 Overland Ave', 'Culver City Veterans Auditorium', 'Culver City, CA 90230']"
TagVy_Fuics4bqUOY8EkoA,Jazz Wailers,90035,"['Los Angeles, CA 90035']"
crGEVXc_XuQG-gMXN6dGvQ,New Beverly Cinema,90036,"['7165 Beverly Blvd', 'Los Angeles, CA 90036']"
DUVnTAd3ByNAgmCsyOiGlA,Center Theatre Group Kirk Douglas Theatre,90232,"['9820 Washington Blvd', 'Culver City, CA 90232']"
Kvu6qZnDSkIwFz6Rxd7lZw,The Mint,90035,"['6010 W Pico Blvd', 'Los Angeles, CA 90035']"
Swfj9FPoR2VG4LWLO0JF2g,Lumiere Music Hall,90211,"['9036 Wilshire Blvd', 'Beverly Hills, CA 90211']"
QH0NHcBP0Kbho1WAhScu-Q,Writers Guild  Theater,90211,"['135 S Doheny Dr', 'Beverly Hills, CA 90211']"
NlBCqznSAm7qBB1LC_1pgw,Melrose Trading Post,90046,"['7850 Melrose Ave', 'Fairfax High School', 'Los Angeles, CA 90046']"
ANZE53S6DkPSBdB0y_EGmA,ZogSports,90066,"['12240 Venice Blvd', 'Ste 18', 'Los Angeles, CA 90066']"
I5I_UbnY3fUyK4C_AsKjzQ,Petersen Automotive Museum,90036,"['6060 Wilshire Blvd', 'Los Angeles, CA 90036']"
rM8jkDdfURVUjoAWaLwebw,Let Live Theatre,90046,"['916 N Formosa Ave', 'Los Angeles, CA 90046']"
ZgpwIkQOkVh46TB2u-BXMg,AMC The Grove 14,90036,"['189 The Grove Dr', 'Los Angeles, CA 90036']"
R0eQOFNWt-u7rngVo4-Cqg,The Actors' Gang,90232,"['9070 Venice Blvd', 'Culver City, CA 90232']"
HbH_TSiBukxRBUP2hZuedg,Cinemark Baldwin Hills,90008,"['4020 Marlton Ave', 'Los Angeles, CA 90008']"
1XUzOcwNTfky9hPAhbTkoA,Los Angeles County Museum of Art,90036,"['5905 Wilshire Blvd', 'Los Angeles, CA 90036']"
CKwO8kuCZVl4C6yD1SIdtA,Actors Co-op Theatre Company,90028,"['1760 N Gower St', 'Los Angeles, CA 90028']"
hbBlSEjpAy3DEh2WohC21g,Academy Museum Of Motion Pictures,90036,"['6067 Wilshire Blvd', 'Los Angeles, CA 90036']"
D_Zl1RtTv2IehaJAezQScQ,Stephanie Feury Studio Theatre,90038,"['5636 Melrose Ave', 'Los Angeles, CA 90038']"
JPquZnHcs6u2ZtUO4pmAmw,Linwood Dunn Theater,90028,"['1313 Vine St', ""Academy's Pickford Center for Motion Pictures"", 'Los Angeles, CA 90028']"
vo-ZvA0mVurifEtv9NsTtA,IPIC Pasadena,91103,"['42 Miller Alley', 'Pasadena, CA 91103']"
2iwCdMdYfhIcLbJv7jiYAA,Heritage of Aloha,90670,"['12100 Mora Dr', 'Santa Fe Springs, CA 90670']"
xO8lcNWaM4vpgllb8BCNfQ,Urban Soccer 5 Center,90650,"['12000 Firestone Blvd', 'Norwalk, CA 90650']"
KYFAXpI92pNUzeeSRJSMVA,Parkwest Bicycle Casino ,90201,"['888 Bicycle Casino Dr', 'Bell Gardens, CA 90201']"
fpX8gLCOUXrPV8axoYL9-Q,Masters of Taste,91103,"['1001 Rose Bowl Dr', 'Pasadena Rose Bowl', 'Pasadena, CA 91103']"
ASSGn6gV02X_5QUiroZD-A,FoodieLand,91103,"['1001 Rose Bowl Dr', 'Pasadena, CA 91103']"
ZmXE89C3FG0mL3qeCGwr8Q,Tailgater Concierge,91103,"['1001 Rose Bowl Dr', 'Pasadena, CA 91103']"
sO0b5Y4wqawAlLjGUlQgqw,Arroyo Seco Weekend,91103,"['1133 Rosemont Ave', 'Pasadena, CA 91103']"
dOTSgMaU9OvrtAbMiwvofw,Pasadena Half Marathon & 5K,91103,"['1001 Rose Bowl Dr', 'Pasadena, CA 91103']"
uhL6S6jrHx5dd412iQFvJw,UCLA Football,91103,"['838 W Dr', 'Rose Bowl Stadium', 'Pasadena, CA 91103']"
Zq8a4Jmc_rEVg3RojL8uIw,Kidspace Children's Museum,91103,"['480 N Arroyo Blvd', 'Pasadena, CA 91103']"
EMsHeMAlZFc-qZddyo2BKg,Americafest,91103,"['1001 Rose Bowl Dr', 'Pasadena, CA 91103']"
x7qFQRkMk7SPVKMcFPwXSA,Awesome 80's 5k/10k Run,91103,"['1001 Rose Bowl Dr', 'Pasadena Rose Bowl', 'Pasadena, CA 91103']"
m4PXnflhJyEzipsMVC9S0w,American Legacy Fine Arts,91103,"['949 Linda Vista Ave', 'Pasadena, CA 91103']"
s9HKT7TnSu5KnMU4ds2rrQ,Alex Theatre,91203,"['216 N Brand Blvd', 'Glendale, CA 91203']"
BFV1PbGsDOTwFTWmGIgbzQ,Dodger Stadium Luxury Suites,90012,"['1000 Vin Scully Ave', 'Los Angeles, CA 90012']"
6VlqNrHj0XiTRHEf2U_35w,Dodger's Fan Fest,90012,"['1000 Vin Scully Avenue', 'Los Angeles, CA 90012']"
7ruh3sU_7yCdBFV83_pGRA,Los Angeles Theatre Academy,90012,"['929 Academy Rd', 'Los Angeles, CA 90012']"
6awt2uBuf4pUTyNwTgm62A,Lavender Blue,90305,"['3310 W Manchester Blvd', 'Inglewood, CA 90305']"
3hLDxonH92EGa-p3d2aG9g,Cinépolis Luxury Cinemas,90305,"['1233 District Dr', 'Unit 100', 'Inglewood, CA 90305']"
whI1HKFfNDC_b8F2xhNPzA,Hollywood Park Casino,90303,"['3883 W Century Blvd', 'Inglewood, CA 90303']"
6KajhhXQMdt3a3NvFmgvAA,West Coast Lions Football,90047,"['Los Angeles, CA 90047']"
v4XQSiFL9QblKnLE4pJz6A,Natural History Museum Of Los Angeles County,90007,"['900 Exposition Blvd', 'Los Angeles, CA 90007']"
bE-WKZlRsKPMlEgEynMmcw,Central Redondo Little League,90278,"['2301 Grant Ave', 'Redondo Beach, CA 90278']"
Q28150g1YirnVpFGDl1uQw,AVP Manhattan Beach Open,90266,"['100 Manhattan Beach Blvd', 'Manhattan Beach, CA 90266']"
D8D8Z6NXmaPLmA0Oa4QcDQ,Culver Marina little league,90292,"['13120 Culver Blvd', 'Marina del Rey, CA 90292']"
Q4SoTR9GkA9uKPQt_F7iRg,Cinemark Playa Vista and XD,90096,"['12746 W Jefferson Blvd', 'Ste 3190', 'Los Angeles, CA 90096']"
6ytRLP9rivVIcMptLYkfkA,Rasselbock Kitchen & Beer Garden Los Angeles,90066,"['3817 Grand View Blvd', 'Los Angeles, CA 90066']"
4ydzPQM7yY5ThBg6xXdJYA,Cinemark 18 and XD,90045,"['6081 Center Dr', 'Ste 201', 'Los Angeles, CA 90045']"
LSVohqiat8lHAMC4LsZArg,Laemmle Noho 7,91601,"['5240 Lankershim Blvd', 'North Hollywood, CA 91601']"
IECg-CbB39J08ITsDD9LXA,Largo at the Coronet,90048,"['366 N La Cienega Blvd', 'Los Angeles, CA 90048']"
KOKN66aTuF9w7CRWXgjYJg,Premier America Credit Union Arena,91330,"['18111 Nordhoff St', 'Northridge, CA 91330']"
IwZpbMHaxqQViY7ESfe1tQ,Valley Soccer Center,91311,"['21000 Superior St', 'Chatsworth, CA 91311']"
mK-Bbq6fgW5bdBSzvDtNQA,Whitsett Sports Field,91605,"['12455-12499 Vanowen St', 'Los Angeles, CA 91605']"
gufHn8bEkdddPcHJ135uEQ,Lotus Festival Echo Park,90189,"['751 Echo Park Ave', 'Los Angeles, CA 90189']"
H4ew518bqV4ew61g-brTrQ,Button Mash,90026,"['1391 Sunset Blvd', 'Los Angeles, CA 90026']"
i_Y-EE1LkKStw9BTUJ0eCA,Alamo Drafthouse Cinema Downtown Los Angeles,90017,"['700 W 7th St', 'Unit 240', 'Los Angeles, CA 90017']"
o8771nt4lrEBGtQ5YL9kjA,Dark Nights LA Live,90015,"['800 W Olympic Blvd', 'Los Angeles, CA 90015']"
8r1uK9xUSked7fHEFGywBQ,Los Angeles Marathon Health & Fitness Expo,90015,"['1201 South Figueroa St', 'Los Angeles, CA 90015']"
7vtEF5s8pXucKK4hgQ29UA,Cottage Home Cinema Land,90012,"['410 Cottage Home St', 'Los Angeles, CA 90012']"
1maSHx5dyZIO7-NXGerzIw,The Geffen Contemporary at MOCA,90012,"['152 N Central Ave', 'Los Angeles, CA 90012']"
