zip_code,place_name,population,median_income,median_unit_price,num_traderjoes,num_stadiums,num_coffee,longitude,latitude
91607,"Los Angeles (North Hollywood, Sherman Village, Valley Glen, Valley Village)",30734,82995.0,662.1290712372552,0.0,0.0,1.0,-118.3989,34.1672
91608,Universal City,56,56898.0,0.0,0.0,3.0,6.0,-118.3528,34.1383
91702,"Azusa, Irwindale",62196,82382.0,442.6632329756784,0.0,1.0,8.0,-117.5999,34.1376
91706,"Baldwin Park, Irwindale",72495,76348.0,478.7486902867787,0.0,1.0,5.0,-117.9031,34.1248
91711,Claremont,37542,115079.0,468.3054578380064,1.0,1.0,12.0,-117.6844,34.0125
91722,Covina,34470,95157.0,503.1892274982282,0.0,2.0,3.0,-118.2987,33.7866
91723,Covina,17964,82018.0,428.32211715032327,0.0,1.0,10.0,-117.9065,34.0972
91724,"Charter Oak, Covina",28575,96720.0,452.96659373479997,0.0,1.0,0.0,-117.8843,34.086
91731,El Monte,28201,57047.0,440.121121407309,0.0,0.0,1.0,-117.5941,34.107
91732,El Monte,58888,62047.0,442.73339749759384,0.0,0.0,2.0,-118.0371,34.0791
91733,"El Monte, South El Monte",42953,63883.0,424.62796273731374,0.0,0.0,2.0,-118.0149,34.0705
91740,Glendora,27131,96433.0,496.5238981998759,0.0,1.0,7.0,-117.5803,34.1467
91741,Glendora,26052,117252.0,541.6191562143672,0.0,1.0,3.0,-117.5182,34.1705
91744,"City of Industry, La Puente, Valinda",79380,86290.0,509.70017636684304,0.0,1.0,4.0,-117.8437,34.1537
91745,Hacienda Heights,55489,101427.0,497.57481967703427,0.0,0.0,2.0,-115.9671,34.84
91746,"Avocado Heights, Bassett, West Puente Valley",29429,83634.0,474.3183259353202,0.0,2.0,2.0,-117.9373,34.0289
91748,"City of Industry, Rowland Heights",43851,83610.0,474.5305565039263,0.0,1.0,6.0,-117.9862,34.0443
91750,La Verne,33436,103774.0,476.860330113208,0.0,2.0,2.0,-117.8969,33.9818
91754,Monterey Park,33937,83490.0,554.9382716049382,0.0,1.0,5.0,-117.7708,34.1159
91755,Monterey Park,26418,70459.0,499.2548435171386,0.0,1.0,0.0,-117.5236,33.9938
91759,Mount Baldy (Portion in LA County),299,111071.0,788.0434782608696,0.0,0.0,2.0,-118.2987,33.7866
91765,Diamond Bar,45303,105712.0,478.775220498086,0.0,1.0,4.0,-117.6987,34.0733
91766,Pomona (Phillips Ranch),69517,72692.0,445.72627163083376,0.0,1.0,5.0,-117.6254,34.0763
91767,Pomona,50715,75870.0,431.6159586681975,0.0,0.0,1.0,-117.8098,34.0066
91768,Pomona,35443,71462.0,433.9622641509434,0.0,2.0,2.0,-117.7569,34.0418
91770,Rosemead,59410,70863.0,576.6073492392699,0.0,0.0,2.0,-117.7763,34.0662
91773,San Dimas,34066,101466.0,487.3632883104933,1.0,0.0,7.0,-118.2987,33.7866
91775,San Gabriel,24169,107359.0,634.4673109828329,0.0,0.0,1.0,-118.2987,33.7866
91776,San Gabriel,37340,77147.0,541.669554580699,0.0,1.0,9.0,-117.8169,34.1023
91780,Temple City,35556,94946.0,627.555015242873,0.0,0.0,2.0,-118.0955,34.089
91789,"City of Industry, Diamond Bar, Walnut",41377,123555.0,501.15289779595196,0.0,3.0,7.0,-117.6583,34.1144
91790,West Covina,44855,97868.0,485.2744310575635,0.0,1.0,7.0,-118.2987,33.7866
91791,West Covina,33902,96470.0,470.0,0.0,0.0,1.0,-117.8546,34.0183
91792,West Covina,31208,94439.0,481.51368604862114,0.0,0.0,3.0,-117.9366,34.0673
91801,Alhambra,53320,81580.0,542.5841220408263,0.0,3.0,6.0,-117.8975,34.0229
91803,Alhambra,29006,76694.0,562.0893687151267,0.0,0.0,1.0,-118.1293,34.0914
93243,"Gorman (L.A. County), Lebec (Kern County)",977,0.0,163.08518802762856,0.0,0.0,3.0,-118.9124,35.2571
93510,Acton,7397,123438.0,335.33753977092636,0.0,0.0,6.0,-117.8854,35.1871
93532,"Elizabeth Lake, Lake Hughes, Leona Valley, Sandberg, Three Points",2768,98788.0,249.20682409584904,0.0,0.0,0.0,-117.8741,36.4886
93534,Lancaster,42515,55945.0,262.3688155922039,0.0,0.0,9.0,-118.6076,35.2375
93535,"Hi Vista, Lake Los Angeles, Lancaster, Roosevelt Corner, Wilsona Gardens",80905,61183.0,198.7767584097859,0.0,0.0,3.0,-118.5442,34.6847
93536,"Del Sur, Fairmont, Lancaster, Metler Valley, Neenach, Quartz Hill",72131,97418.0,212.35398230088495,0.0,1.0,6.0,-118.1491,34.6909
93543,"Juniper Hills, Littlerock, Sun Village",12745,69727.0,182.70341047503044,0.0,0.0,2.0,-119.1234,37.989
93544,"Crystalaire, Llano",1427,80560.0,31.071983428275505,0.0,0.0,0.0,-117.2186,36.626
93550,"Lake Los Angeles, Palmdale",81501,61394.0,269.1648458919127,0.0,0.0,5.0,-118.8656,37.6094
93551,"City Ranch, Leona Valley, Palmdale",54478,107133.0,259.53146531924665,1.0,2.0,11.0,-117.9552,36.23
93552,Palmdale,43371,85890.0,269.7495183044316,0.0,0.0,2.0,-118.0917,34.4133
93553,"Juniper Hills, Pearblossom",1136,71587.0,43.47488348006215,0.0,0.0,1.0,-118.231,34.6017
93563,"Pearblossom, Valyermo",222,0.0,295.3582988089073,0.0,0.0,0.0,-118.5022,35.043
93591,"Lake Los Angeles, Palmdale",7340,57826.0,20.688762299326775,0.0,0.0,2.0,-118.2987,33.7866
